timestamp,air_humidity
1655463600,56.3
1655467200,54.95
1655470800,53.1
1655474400,51.35
1655478000,49.55
1655481600,48.25
1655485200,49.7
1655488800,56.5
1655492400,71.25
1655496000,81.85
1655499600,81
1655503200,81.4
1655506800,82.05
1655510400,84.7
1655514000,89.35
1655517600,89.2
1655521200,90.05
1655524800,89.6
1655528400,80.9
1655532000,71.1
1655535600,61.35
1655539200,58.5
1655542800,53.85
1655546400,53.1
1655550000,50.65
1655553600,47.05
1655557200,45.1
1655560800,44.65
1655564400,44.25
1655568000,44.45
1655571600,44.9
1655575200,49.3
1655578800,63.35
1655582400,71.85
1655586000,71.05
1655589600,70.6
1655593200,70.65
1655596800,71
1655600400,71
1655604000,70.3
1655607600,69.45
1655611200,68
1655614800,61.7
1655618400,55.85
1655622000,49.25
1655625600,46.75
1655629200,45.95
1655632800,46.1
1655636400,45.7
1655640000,46.35
1655643600,46
1655647200,46.1
1655650800,48.4
1655654400,50.9
1655658000,53.3
1655661600,57.45
1655665200,67.55
1655668800,78.8
1655672400,79.7
1655676000,80.05
1655679600,82.35
1655683200,77.2
1655686800,73.55
1655690400,74.5
1655694000,76.45
1655697600,73.15
1655701200,66.4
1655704800,61.9
1655708400,49.7
1655712000,44.2
1655715600,41.65
1655719200,39.7
1655722800,39.4
1655726400,37.5
1655730000,35.9
1655733600,35.15
1655737200,35.15
1655740800,36.9
1655744400,37.6
1655748000,37.75
1655751600,40.15
1655755200,42.95
1655758800,44.15
1655762400,44.85
1655766000,46.2
1655769600,48.15
1655773200,49
1655776800,49.9
1655780400,52.65
1655784000,58.65
1655787600,61.8
1655791200,52.3
1655794800,46.35
1655798400,45.4
1655802000,44.65
1655805600,43.3
1655809200,41
1655812800,38.75
1655816400,36.7
1655820000,36.35
1655823600,38.05
1655827200,41.2
1655830800,44.95
1655834400,44.3
1655838000,46.15
1655841600,49
1655845200,52.05
1655848800,53.95
1655852400,58.4
1655856000,70.5
1655859600,76.35
1655863200,74.1
1655866800,68.6
1655870400,64.5
1655874000,69.2
1655877600,65.25
1655881200,57.25
1655884800,48.85
1655888400,43.7
1655892000,42.7
1655895600,40.35
1655899200,41.8
1655902800,42.5
1655906400,44.7
1655910000,49.5
1655913600,57
1655917200,61.2
1655920800,64.9
1655924400,77.9
1655928000,77.9
1655931600,69.9
1655935200,82.45
1655938800,78.35
1655942400,79.55
1655946000,80.5
1655949600,84.3
1655953200,86
1655956800,88.1
1655960400,87.1
1655964000,72.6
1655967600,67.6
1655971200,62.2
1655974800,57
1655978400,51
1655982000,46.5
1655985600,48.6
1655989200,57.2
1655992800,57.4
1655996400,60.8
1656000000,53.4
1656003600,52.3
1656007200,54.8
1656010800,58.9
1656014400,67.3
1656018000,76.7
1656021600,80.9
1656025200,82.15
1656028800,75
1656032400,72.6
1656036000,70.7
1656039600,75.8
1656043200,77.6
1656046800,71.7
1656050400,66.1
1656054000,56.6
1656057600,54
1656061200,50.4
1656064800,45.7
1656068400,44.8
1656072000,41.1
1656075600,38.8
1656079200,35.8
1656082800,34.7
1656086400,36.4
1656090000,33.6
1656093600,36.9
1656097200,47.6
1656100800,48.8
1656104400,54.3
1656108000,56.65
1656111600,60.9
1656115200,65.45
1656118800,70.3
1656122400,74.7
1656126000,80.3
1656129600,82.9
1656133200,83.4
1656136800,69.8
1656140400,63.4
1656144000,55.4
1656147600,49.5
1656151200,46.65
1656154800,43.8
1656158400,42.6
1656162000,40
1656165600,37.6
1656169200,35
1656172800,32.6
1656176400,32.3
1656180000,33.4
1656183600,39.6
1656187200,44.4
1656190800,44.4
1656194400,45.65
1656198000,50.15
1656201600,57
1656205200,61.1
1656208800,64.3
1656212400,68.2
1656216000,70.2
1656219600,64.2
1656223200,57.9
1656226800,52.2
1656230400,45.4
1656234000,44.6
1656237600,44.6
1656241200,43.5
1656244800,44.15
1656248400,45.75
1656252000,45.6
1656255600,44.65
1656259200,46.3
1656262800,48.3
1656266400,53.15
1656270000,64.35
1656273600,74.1
1656277200,73.7
1656280800,74.3
1656284400,74.75
1656288000,73.35
1656291600,72.45
1656295200,72.75
1656298800,72.2
1656302400,71.55
1656306000,65.45
1656309600,60.2
1656313200,55.35
1656316800,53.9
1656320400,52.35
1656324000,49.8
1656327600,44.95
1656331200,43.85
1656334800,46.25
1656338400,49.75
1656342000,49.05
1656345600,50.3
1656349200,54.15
1656352800,61.65
1656356400,72.05
1656360000,81.2
1656363600,84.4
1656367200,87.5
1656370800,89.45
1656374400,89.5
1656378000,90.55
1656381600,91.1
1656385200,90.85
1656388800,88.45
1656392400,82.55
1656396000,75.1
1656399600,71.15
1656403200,72.25
1656406800,73.55
1656410400,71.9
1656414000,69.95
1656417600,58.9
1656421200,67.15
1656424800,69.45
1656428400,74.9
1656432000,79.35
1656435600,78.8
1656439200,80.3
1656442800,81.7
1656446400,82.5
1656450000,84.5
1656453600,84.4
1656457200,82.85
1656460800,81.55
1656464400,85.65
1656468000,88.9
1656471600,90.65
1656475200,89.9
1656478800,76.7
1656482400,69.45
1656486000,69.55
1656489600,75.7
1656493200,72.95
1656496800,66.15
1656500400,60
1656504000,54.15
1656507600,50.75
1656511200,50.2
1656514800,51.95
1656518400,50.2
1656522000,50.6
1656525600,53.4
1656529200,57.05
1656532800,60.25
1656536400,62.45
1656540000,63.15
1656543600,64.55
1656547200,67.7
1656550800,72.2
1656554400,71.95
1656558000,69.1
1656561600,71.25
1656565200,60.25
1656568800,51.5
1656572400,49.15
1656576000,47.5
1656579600,45.6
1656583200,41.9
1656586800,39.6
1656590400,35.25
1656594000,32.7
1656597600,36.8
1656601200,47.95
1656604800,50.85
1656608400,51.3
1656612000,53.8
1656615600,69.35
1656619200,77
1656622800,78.15
1656626400,74.45
1656630000,68.45
1656633600,59.4
1656637200,57.75
1656640800,55.4
1656644400,54.9
1656648000,57.6
1656651600,56.55
1656655200,50.9
1656658800,45.1
1656662400,42.95
1656666000,39.05
1656669600,33.3
1656673200,32.3
1656676800,31.1
1656680400,32.3
1656684000,33.7
1656687600,36.5
1656691200,38.25
1656694800,40.65
1656698400,43.65
1656702000,49.15
1656705600,51.95
1656709200,50.75
1656712800,53.1
1656716400,54.85
1656720000,56.35
1656723600,55.45
1656727200,56.1
1656730800,56.4
1656734400,57.75
1656738000,54.4
1656741600,50.1
1656745200,58.4
1656748800,61
1656752400,57.75
1656756000,53.25
1656759600,48.35
1656763200,45.3
1656766800,43.7
1656770400,41.15
1656774000,42.8
1656777600,47.3
1656781200,48.9
1656784800,55.2
1656788400,68.8
1656792000,75.35
1656795600,72.7
1656799200,72.05
1656802800,73.5
1656806400,74.45
1656810000,75.4
1656813600,75.75
1656817200,75.7
1656820800,74.3
1656824400,67.25
1656828000,61.65
1656831600,54.35
1656835200,49.5
1656838800,48.8
1656842400,42.9
1656846000,40.55
1656849600,40.3
1656853200,40.15
1656856800,39.4
1656860400,39.5
1656864000,43.55
1656867600,44.85
1656871200,48.6
1656874800,63.65
1656878400,70.5
1656882000,68.35
1656885600,67.7
1656889200,68.55
1656892800,69.5
1656896400,69.95
1656900000,70.45
1656903600,71
1656907200,71.5
1656910800,65.2
1656914400,59.3
1656918000,52.6
1656921600,50.55
1656925200,48.2
1656928800,46.25
1656932400,44.85
1656936000,46.35
1656939600,43
1656943200,44.1
1656946800,44.4
1656950400,44
1656954000,45.25
1656957600,51.4
1656961200,60.35
1656964800,69.95
1656968400,75.7
1656972000,80
1656975600,77.05
1656979200,74
1656982800,73.65
1656986400,73.55
1656990000,79.4
1656993600,80.15
1656997200,70.45
1657000800,61.55
1657004400,52.85
1657008000,48.75
1657011600,50.95
1657015200,49.75
1657018800,47.05
1657022400,43.7
1657026000,41.25
1657029600,40.35
1657033200,40.6
1657036800,41.95
1657040400,42
1657044000,50.25
1657047600,63.7
1657051200,73.55
1657054800,75.55
